,OCC 1972-1982,OCC 1983-1991,OCC 1992-Aug1995,OCC Sept1995-2002,OCC 2003-2010,OCC 2011-2019,OCC 2020+
5766,285,274,274,274,4760,4760,4760
5767,231,243,243,243,4760,4760,4760
5768,282,274,274,274,4760,4760,4760
5769,285,275,275,275,4760,4760,4760
5770,205,243,243,243,4760,4760,4760
5771,283,267,267,267,4760,4760,4760
5772,314,275,275,275,4760,4760,4760
5773,762,243,243,243,4760,4760,4760
5774,284,267,267,267,4760,4760,4760
5775,441,243,243,243,4760,4760,4760
5776,220,243,243,243,4760,4760,4760
5777,220,274,274,274,4760,4760,4760
5778,245,274,274,274,4760,4760,4760
5779,283,265,265,265,4760,4760,4760
5780,262,243,243,243,4760,4760,4760
5781,762,274,274,274,4760,4760,4760
5782,285,243,243,243,4760,4760,4760
5783,282,263,263,263,4760,4760,4760
5784,233,243,243,243,4760,4760,4760
5785,283,266,266,266,4760,4760,4760
5786,284,266,266,266,4760,4760,4760
5787,284,274,274,274,4760,4760,4760
5788,284,263,263,263,4760,4760,4760
5789,321,257,257,257,4760,4760,4760
5790,283,264,264,264,4760,4760,4760
5791,390,276,276,276,4760,4760,4760
5792,283,268,268,268,4760,4760,4760
5793,285,263,263,263,4760,4760,4760
5794,281,257,257,257,4760,4760,4760
5795,390,257,257,257,4760,4760,4760
5796,284,268,268,268,4760,4760,4760
5797,453,243,243,243,4760,4760,4760
5798,245,243,243,243,4760,4760,4760
5799,192,197,197,197,4800,4800,4800
5800,184,197,197,197,4800,4800,4800
5801,260,256,256,256,4800,4800,4800
5802,265,253,253,253,4810,4810,4810
5803,283,274,274,274,4820,4820,4820
5804,441,243,243,243,4820,4820,4820
5805,285,243,243,243,4820,4820,4820
5806,282,274,274,274,4820,4820,4820
5807,762,243,243,243,4820,4820,4820
5808,210,25,25,25,4820,4820,4820
5809,231,243,243,243,4820,4820,4820
5810,220,243,243,243,4820,4820,4820
5811,262,243,243,243,4820,4820,4820
5812,220,274,274,274,4820,4820,4820
5813,245,243,243,243,4820,4820,4820
5814,285,274,274,274,4820,4820,4820
5815,202,25,25,25,4820,4820,4820
5816,233,243,243,243,4820,4820,4820
5817,245,25,25,25,4820,4820,4820
5818,1,25,25,25,4820,4820,4820
5819,762,274,274,274,4820,4820,4820
5820,270,274,274,274,4820,4820,4820
5821,265,243,243,243,4820,4820,4820
5822,205,243,243,243,4820,4820,4820
5823,222,25,25,25,4820,4820,4820
5824,321,25,25,25,4820,4820,4820
5825,245,255,255,255,4820,4820,4820
5826,284,274,274,274,4820,4820,4820
5827,220,25,25,25,4820,4820,4820
5828,453,243,243,243,4820,4820,4820
5829,271,255,255,255,4820,4820,4820
5830,305,25,25,25,4820,4820,4820
5831,245,274,274,274,4820,4820,4820
5832,262,274,274,274,4820,4820,4820
5833,285,274,318,318,4830,4830,4830
5834,262,274,318,318,4830,4830,4830
5835,282,274,318,318,4830,4830,4830
5836,245,274,318,318,4830,4830,4830
5837,762,274,318,318,4830,4830,4830
5838,270,274,318,318,4830,4830,4830
5839,284,274,318,318,4830,4830,4830
5840,283,274,318,318,4830,4830,4830
5841,220,274,318,318,4830,4830,4830
5842,394,318,318,318,4830,4830,4830
5843,390,318,318,318,4830,4830,4830
5844,364,318,318,318,4830,4830,4830
5845,283,274,318,318,4840,4840,4840
5846,282,274,318,318,4840,4840,4840
5847,270,274,318,318,4840,4840,4840
5848,262,274,274,274,4840,4840,4840
5849,245,274,274,274,4840,4840,4840
5850,245,274,318,318,4840,4840,4840
5851,245,259,259,259,4840,4840,4840
5852,265,243,243,243,4840,4840,4840
5853,233,259,259,259,4840,4840,4840
5854,285,257,257,257,4840,4840,4840
5855,762,243,243,243,4840,4840,4840
5856,282,274,274,274,4840,4840,4840
5857,285,274,274,274,4840,4840,4840
5858,394,378,378,378,4840,4840,4840
5859,313,378,378,378,4840,4840,4840
5860,321,259,259,259,4840,4840,4840
5861,205,243,243,243,4840,4840,4840
5862,245,243,243,243,4840,4840,4840
5863,390,318,318,318,4840,4840,4840
5864,282,259,259,259,4840,4840,4840
5865,284,274,318,318,4840,4840,4840
5866,220,243,243,243,4840,4840,4840
5867,364,318,318,318,4840,4840,4840
5868,270,274,274,274,4840,4840,4840
5869,283,274,274,274,4840,4840,4840
5870,262,274,318,318,4840,4840,4840
5871,283,259,259,259,4840,4840,4840
5872,233,243,243,243,4840,4840,4840
5873,285,259,259,259,4840,4840,4840
5874,762,274,274,274,4840,4840,4840
5875,394,318,318,318,4840,4840,4840
5876,762,274,318,318,4840,4840,4840
5877,284,266,266,266,4840,4840,4840
5878,285,274,318,318,4840,4840,4840
5879,281,257,257,257,4840,4840,4840
5880,231,243,243,243,4840,4840,4840
5881,285,243,243,243,4840,4840,4840
5882,284,274,274,274,4840,4840,4840
5883,220,274,318,318,4840,4840,4840
5884,441,243,243,243,4840,4840,4840
5885,321,257,257,257,4840,4840,4840
5886,262,243,243,243,4840,4840,4840
5887,390,257,257,257,4840,4840,4840
5888,283,266,266,266,4840,4840,4840
5889,220,274,274,274,4840,4840,4840
5890,453,243,243,243,4840,4840,4840
5891,281,259,259,259,4840,4840,4840
5892,283,263,263,263,4850,4850,4850
5893,283,274,274,274,4850,4850,4850
5894,231,243,243,243,4850,4850,4850
5895,270,274,274,274,4850,4850,4850
5896,262,274,274,274,4850,4850,4850
5897,285,257,257,257,4850,4850,4850
5898,285,274,274,274,4850,4850,4850
5899,441,243,243,243,4850,4850,4850
5900,762,274,274,274,4850,4850,4850
5901,321,259,259,259,4850,4850,4850
5902,245,274,274,274,4850,4850,4850
5903,233,243,243,243,4850,4850,4850
5904,390,257,257,257,4850,4850,4850
5905,205,28,28,28,4850,4850,4850
5906,245,243,243,243,4850,4850,4850
5907,203,28,28,28,4850,4850,4850
5908,205,243,243,243,4850,4850,4850
5909,762,243,243,243,4850,4850,4850
5910,220,274,274,274,4850,4850,4850
5911,453,243,243,243,4850,4850,4850
5912,285,263,263,263,4850,4850,4850
5913,285,259,259,259,4850,4850,4850
5914,281,259,259,259,4850,4850,4850
5915,283,259,259,259,4850,4850,4850
5916,225,29,29,29,4850,4850,4850
5917,284,263,263,263,4850,4850,4850
5918,265,243,243,243,4850,4850,4850
5919,245,259,259,259,4850,4850,4850
5920,282,259,259,259,4850,4850,4850
5921,282,274,274,274,4850,4850,4850
5922,205,29,29,29,4850,4850,4850
5923,285,243,243,243,4850,4850,4850
5924,281,257,257,257,4850,4850,4850
5925,220,243,243,243,4850,4850,4850
5926,262,243,243,243,4850,4850,4850
5927,233,259,259,259,4850,4850,4850
5928,321,257,257,257,4850,4850,4850
5929,284,274,274,274,4850,4850,4850
5930,282,263,263,263,4850,4850,4850
5931,950,469,469,469,4900,4900,4900
5932,941,469,469,469,4900,4900,4900
5933,903,469,469,469,4900,4900,4900
5934,284,277,277,277,4900,4900,4900
5935,285,277,277,277,4900,4900,4900
5936,283,277,277,277,4900,4900,4900
5937,940,469,469,469,4900,4900,4900
5938,933,469,469,469,4900,4900,4900
5939,262,283,283,283,4900,4900,4900
5940,944,469,469,469,4900,4900,4900
5941,282,277,277,277,4900,4900,4900
5942,262,277,277,277,4900,4900,4900
5943,264,277,277,277,4900,4900,4900
5944,245,469,469,469,4900,4900,4900
5945,281,277,277,277,4900,4900,4900
5946,220,16,18,18,4920,4920,4920
5947,245,16,18,18,4920,4920,4920
5948,640,16,18,18,4920,4920,4920
5949,270,254,254,254,4920,4920,4920
5950,225,16,18,18,4920,4920,4920
5951,216,16,18,18,4920,4920,4920
5952,363,254,254,254,4920,4920,4920
5953,22,258,258,258,4930,4930,4930
5954,285,257,257,257,4940,4940,4940
5955,390,257,257,257,4940,4940,4940
5956,285,277,277,277,4940,4940,4940
5957,321,257,257,257,4940,4940,4940
5958,282,274,274,274,4940,4940,4940
5959,245,274,318,318,4940,4940,4940
5960,270,274,318,318,4940,4940,4940
5961,282,277,277,277,4940,4940,4940
5962,264,277,277,277,4940,4940,4940
5963,282,274,318,318,4940,4940,4940
5964,283,277,277,277,4940,4940,4940
5965,262,274,274,274,4940,4940,4940
5966,284,274,274,274,4940,4940,4940
5967,284,277,277,277,4940,4940,4940
5968,270,274,274,274,4940,4940,4940
5969,283,274,318,318,4940,4940,4940
5970,283,274,274,274,4940,4940,4940
5971,364,318,318,318,4940,4940,4940
5972,762,274,318,318,4940,4940,4940
5973,220,274,318,318,4940,4940,4940
5974,762,274,274,274,4940,4940,4940
5975,281,277,277,277,4940,4940,4940
5976,281,257,257,257,4940,4940,4940
5977,220,274,274,274,4940,4940,4940
5978,262,274,318,318,4940,4940,4940
5979,390,318,318,318,4940,4940,4940
5980,265,253,253,253,4940,4940,4940
5981,262,277,277,277,4940,4940,4940
5982,394,318,318,318,4940,4940,4940
5983,245,274,274,274,4940,4940,4940
5984,285,274,274,274,4940,4940,4940
5985,284,274,318,318,4940,4940,4940
5986,285,274,318,318,4940,4940,4940
5987,282,277,277,277,4950,4950,4950
5988,281,277,277,277,4950,4950,4950
5989,220,274,274,274,4950,4950,4950
5990,762,274,274,274,4950,4950,4950
5991,220,243,243,243,4950,4950,4950
5992,262,243,243,243,4950,4950,4950
5993,282,274,274,274,4950,4950,4950
5994,245,243,243,243,4950,4950,4950
5995,266,278,278,278,4950,4950,4950
5996,264,277,277,277,4950,4950,4950
5997,284,277,277,277,4950,4950,4950
5998,231,243,243,243,4950,4950,4950
5999,245,274,274,274,4950,4950,4950
6000,270,274,274,274,4950,4950,4950
6001,285,243,243,243,4950,4950,4950
6002,233,243,243,243,4950,4950,4950
6003,283,274,274,274,4950,4950,4950
6004,441,243,243,243,4950,4950,4950
6005,453,243,243,243,4950,4950,4950
6006,285,274,274,274,4950,4950,4950
6007,262,277,277,277,4950,4950,4950
6008,285,277,277,277,4950,4950,4950
6009,205,243,243,243,4950,4950,4950
6010,284,274,274,274,4950,4950,4950
6011,281,278,278,278,4950,4950,4950
6012,283,278,278,278,4950,4950,4950
6013,262,274,274,274,4950,4950,4950
6014,283,277,277,277,4950,4950,4950
6015,265,243,243,243,4950,4950,4950
6016,762,243,243,243,4950,4950,4950
6017,262,274,274,274,4960,4965,4965
6018,634,888,888,888,4960,4965,4965
6019,285,259,259,259,4960,4965,4965
6020,282,277,277,277,4960,4965,4965
6021,333,357,357,357,4960,4965,4965
6022,762,274,274,274,4960,4965,4965
6023,245,274,274,274,4960,4965,4965
6024,281,277,277,277,4960,4965,4965
6025,753,888,888,888,4960,4965,4965
6026,270,254,254,254,4960,4965,4965
6027,285,274,274,274,4960,4965,4965
6028,265,253,253,253,4960,4965,4965
6029,284,274,274,274,4960,4965,4965
6030,643,888,888,888,4960,4965,4965
6031,271,255,255,255,4960,4965,4965
6032,363,254,254,254,4960,4965,4965
6033,283,285,285,285,4960,4965,4965
6034,282,274,274,274,4960,4965,4965
6035,220,243,243,243,4960,4965,4965
6036,694,888,888,888,4960,4965,4965
6037,233,259,259,259,4960,4965,4965
6038,283,274,274,274,4960,4965,4965
6039,265,243,243,243,4960,4965,4965
6040,282,259,259,259,4960,4965,4965
6041,762,243,243,243,4960,4965,4965
6042,270,274,274,274,4960,4965,4965
6043,610,888,888,888,4960,4965,4965
6044,261,284,284,284,4960,4965,4965
6045,233,243,243,243,4960,4965,4965
6046,780,888,888,888,4960,4965,4965
6047,205,243,243,243,4960,4965,4965
6048,231,243,243,243,4960,4965,4965
6049,695,888,888,888,4960,4965,4965
6050,260,256,256,256,4960,4965,4965
6051,283,277,277,277,4960,4965,4965
6052,245,243,243,243,4960,4965,4965
6053,285,243,243,243,4960,4965,4965
6054,245,255,255,255,4960,4965,4965
6055,284,277,277,277,4960,4965,4965
6056,262,283,283,283,4960,4965,4965
6057,332,357,357,357,4960,4965,4965
6058,281,259,259,259,4960,4965,4965
6059,262,243,243,243,4960,4965,4965
6060,441,243,243,243,4960,4965,4965
6061,264,277,277,277,4960,4965,4965
6062,762,888,888,888,4960,4965,4965
6063,285,277,277,277,4960,4965,4965
6064,453,243,243,243,4960,4965,4965
6065,245,259,259,259,4960,4965,4965
6066,283,259,259,259,4960,4965,4965
6067,220,274,274,274,4960,4965,4965
6068,321,259,259,259,4960,4965,4965
6069,262,277,277,277,4960,4965,4965
6070,310,303,303,303,5000,5000,5000
6071,422,633,628,628,5000,5000,5000
6072,262,243,243,243,5000,5000,5000
6073,371,313,313,313,5000,5000,5000
6074,285,243,243,243,5000,5000,5000
6075,535,633,628,628,5000,5000,5000
6076,301,305,305,305,5000,5000,5000
6077,321,37,37,37,5000,5000,5000
6078,764,633,628,628,5000,5000,5000
6079,613,633,628,628,5000,5000,5000
6080,640,633,628,628,5000,5000,5000
6081,372,19,22,22,5000,5000,5000
6082,376,303,303,303,5000,5000,5000
6083,413,633,628,628,5000,5000,5000
6084,212,303,303,303,5000,5000,5000
6085,395,37,37,37,5000,5000,5000
6086,402,633,628,628,5000,5000,5000
6087,195,19,22,22,5000,5000,5000
6088,441,19,22,22,5000,5000,5000
6089,220,37,37,37,5000,5000,5000
6090,301,303,303,303,5000,5000,5000
6091,343,304,304,304,5000,5000,5000
6092,361,307,307,307,5000,5000,5000
6093,375,379,379,379,5000,5000,5000
6094,220,303,303,303,5000,5000,5000
6095,370,379,379,379,5000,5000,5000
6096,323,307,307,307,5000,5000,5000
6097,395,379,379,379,5000,5000,5000
6098,222,37,37,37,5000,5000,5000
6099,205,19,22,22,5000,5000,5000
6100,313,307,307,307,5000,5000,5000
6101,381,307,307,307,5000,5000,5000
6102,184,19,22,22,5000,5000,5000
6103,680,633,628,628,5000,5000,5000
6104,390,303,303,303,5000,5000,5000
6105,331,307,307,307,5000,5000,5000
6106,323,365,365,365,5000,5000,5000
6107,224,17,16,22,5000,5000,5000
6108,372,303,303,303,5000,5000,5000
6109,481,633,628,628,5000,5000,5000
6110,674,365,365,365,5000,5000,5000
6111,312,304,304,304,5000,5000,5000
6112,265,19,22,22,5000,5000,5000
6113,312,305,305,305,5000,5000,5000
6114,441,633,628,628,5000,5000,5000
6115,551,633,628,628,5000,5000,5000
6116,370,19,22,22,5000,5000,5000
6117,530,633,628,628,5000,5000,5000
6118,220,243,243,243,5000,5000,5000
6119,914,433,433,433,5000,5000,5000
6120,405,633,628,628,5000,5000,5000
6121,370,313,313,313,5000,5000,5000
6122,372,379,379,379,5000,5000,5000
6123,441,307,307,307,5000,5000,5000
6124,222,3,3,22,5000,5000,5000
6125,545,633,628,628,5000,5000,5000
6126,245,633,628,628,5000,5000,5000
6127,645,633,628,628,5000,5000,5000
6128,314,379,379,379,5000,5000,5000
6129,245,243,243,243,5000,5000,5000
6130,385,306,306,306,5000,5000,5000
6131,360,305,305,305,5000,5000,5000
6132,571,633,628,628,5000,5000,5000
6133,381,365,365,365,5000,5000,5000
6134,312,303,303,303,5000,5000,5000
6135,542,633,628,628,5000,5000,5000
6136,265,243,243,243,5000,5000,5000
6137,202,19,22,22,5000,5000,5000
6138,385,19,22,22,5000,5000,5000
6139,235,19,22,22,5000,5000,5000
6140,245,307,307,307,5000,5000,5000
6141,915,433,433,433,5000,5000,5000
6142,441,303,303,303,5000,5000,5000
6143,610,633,628,628,5000,5000,5000
6144,663,633,628,628,5000,5000,5000
6145,325,305,305,305,5000,5000,5000
6146,332,307,307,307,5000,5000,5000
6147,245,305,305,305,5000,5000,5000
6148,372,313,313,313,5000,5000,5000
6149,950,433,433,433,5000,5000,5000
6150,692,633,628,628,5000,5000,5000
6151,245,37,37,37,5000,5000,5000
6152,364,303,303,303,5000,5000,5000
6153,202,303,303,303,5000,5000,5000
6154,762,243,243,243,5000,5000,5000
6155,916,433,433,433,5000,5000,5000
6156,925,303,303,303,5000,5000,5000
6157,690,633,628,628,5000,5000,5000
6158,441,243,243,243,5000,5000,5000
6159,641,633,628,628,5000,5000,5000
6160,312,307,307,307,5000,5000,5000
6161,233,243,243,243,5000,5000,5000
6162,223,19,22,22,5000,5000,5000
6163,426,633,628,628,5000,5000,5000
6164,563,633,628,628,5000,5000,5000
6165,231,243,243,243,5000,5000,5000
6166,453,243,243,243,5000,5000,5000
6167,245,306,306,306,5000,5000,5000
6168,522,633,628,628,5000,5000,5000
6169,611,633,628,628,5000,5000,5000
6170,323,303,303,303,5000,5000,5000
6171,561,633,628,628,5000,5000,5000
6172,461,633,628,628,5000,5000,5000
6173,320,303,303,303,5000,5000,5000
6174,602,633,628,628,5000,5000,5000
6175,345,303,303,303,5000,5000,5000
6176,240,19,22,22,5000,5000,5000
6177,630,633,628,628,5000,5000,5000
6178,620,633,628,628,5000,5000,5000
6179,323,633,628,628,5000,5000,5000
6180,394,379,379,379,5000,5000,5000
6181,621,633,628,628,5000,5000,5000
6182,695,633,628,628,5000,5000,5000
6183,390,307,307,307,5000,5000,5000
6184,325,303,303,303,5000,5000,5000
6185,101,19,22,22,5000,5000,5000
6186,13,19,22,22,5000,5000,5000
6187,220,19,22,22,5000,5000,5000
6188,245,19,22,22,5000,5000,5000
6189,341,305,305,305,5000,5000,5000
6190,374,307,307,307,5000,5000,5000
6191,325,633,628,628,5000,5000,5000
6192,205,243,243,243,5000,5000,5000
6193,305,305,305,305,5000,5000,5000
6194,912,433,433,433,5000,5000,5000
6195,212,19,22,22,5000,5000,5000
6196,321,307,307,307,5000,5000,5000
6197,666,633,628,628,5000,5000,5000
6198,230,19,22,22,5000,5000,5000
6199,472,19,22,22,5000,5000,5000
6200,762,365,365,365,5000,5000,5000
6201,662,633,628,628,5000,5000,5000
6202,312,379,379,379,5000,5000,5000
6203,753,633,628,628,5000,5000,5000
6204,321,633,628,628,5000,5000,5000
6205,382,303,303,303,5000,5000,5000
6206,391,303,303,303,5000,5000,5000
6207,384,349,353,353,5010,5010,5010
6208,385,348,348,348,5010,5010,5010
6209,384,349,353,353,5020,5020,5020
6210,385,348,348,348,5020,5020,5020
6211,384,349,353,353,5030,5030,5040
6212,153,228,228,228,5030,5030,5040
6213,391,385,385,385,5030,5030,5040
6214,345,385,385,385,5030,5030,5040
6215,171,228,228,228,5030,5030,5040
6216,394,378,378,378,5100,5100,5100
6217,342,337,337,337,5100,5100,5100
6218,265,253,253,253,5100,5100,5100
6219,375,337,337,337,5100,5100,5100
6220,313,378,378,378,5100,5100,5100
6221,1,337,337,337,5100,5100,5100
6222,394,337,337,337,5100,5100,5100
6223,374,337,337,337,5100,5100,5100
6224,305,337,337,337,5100,5100,5100
6225,391,337,337,337,5100,5100,5100
6226,381,337,337,337,5100,5100,5100
6227,395,337,337,337,5100,5100,5100
6228,375,339,339,339,5110,5110,5110
6229,395,336,336,336,5110,5110,5110
6230,374,337,337,337,5110,5110,5110
6231,375,336,336,336,5110,5110,5110
6232,394,343,343,343,5110,5110,5110
6233,303,339,339,339,5110,5110,5110
6234,305,337,337,337,5110,5110,5110
6235,394,337,337,337,5110,5110,5110
6236,375,337,337,337,5110,5110,5110
6237,391,339,339,339,5110,5110,5110
6238,394,336,336,336,5110,5110,5110
6239,1,337,337,337,5110,5110,5110
6240,391,337,337,337,5110,5110,5110
6241,342,337,337,337,5110,5110,5110
6242,395,337,337,337,5110,5110,5110
6243,341,344,344,344,5110,5110,5110
6244,364,336,336,336,5110,5110,5110
6245,321,336,336,336,5110,5110,5110
6246,375,343,343,343,5110,5110,5110
6247,375,344,344,344,5110,5110,5110
6248,381,337,337,337,5110,5110,5110
6249,342,344,344,344,5110,5110,5110
6250,311,377,377,377,5110,5110,5110
6251,314,336,336,336,5110,5110,5110
6252,342,337,337,337,5120,5120,5120
6253,305,337,337,337,5120,5120,5120
6254,394,337,337,337,5120,5120,5120
6255,1,337,337,337,5120,5120,5120
6256,381,337,337,337,5120,5120,5120
6257,391,337,337,337,5120,5120,5120
6258,395,337,337,337,5120,5120,5120
6259,374,337,337,337,5120,5120,5120
6260,375,337,337,337,5120,5120,5120
6261,305,386,386,386,5120,5120,5120
6262,375,386,386,386,5120,5120,5120
6263,283,276,276,276,5130,5130,5130
6264,374,276,276,276,5130,5130,5130
6265,390,276,276,276,5130,5130,5130
6266,310,276,276,276,5130,5130,5130
6267,360,338,338,338,5140,5140,5140
6268,762,365,365,365,5150,5150,5150
6269,323,365,365,365,5150,5150,5150
6270,381,365,365,365,5150,5150,5150
6271,674,365,365,365,5150,5150,5150
6272,202,383,383,383,5160,5160,5160
6273,301,383,383,383,5160,5160,5160
6274,364,336,336,336,5930,5165,5165
6275,394,374,374,374,5930,5165,5165
6276,395,389,389,389,5930,5165,5165
6277,245,234,234,234,5930,5165,5165
6278,375,379,379,379,5930,5165,5165
6279,314,336,336,336,5930,5165,5165
6280,283,274,318,318,5930,5165,5165
6281,285,274,318,318,5930,5165,5165
6282,321,336,336,336,5930,5165,5165
6283,312,379,379,379,5930,5165,5165
6284,375,389,389,389,5930,5165,5165
6285,391,314,314,314,5930,5165,5165
6286,282,274,318,318,5930,5165,5165
6287,321,234,234,234,5930,5165,5165
6288,395,336,336,336,5930,5165,5165
6289,375,336,336,336,5930,5165,5165
6290,375,234,234,234,5930,5165,5165
6291,314,379,379,379,5930,5165,5165
6292,262,274,318,318,5930,5165,5165
6293,394,318,318,318,5930,5165,5165
6294,394,389,389,389,5930,5165,5165
6295,326,376,376,376,5930,5165,5165
6296,220,274,318,318,5930,5165,5165
6297,321,376,376,376,5930,5165,5165
6298,391,389,389,389,5930,5165,5165
6299,395,379,379,379,5930,5165,5165
6300,270,274,318,318,5930,5165,5165
6301,394,336,336,336,5930,5165,5165
6302,376,314,314,314,5930,5165,5165
6303,394,379,379,379,5930,5165,5165
6304,372,379,379,379,5930,5165,5165
6305,390,318,318,318,5930,5165,5165
6306,245,274,318,318,5930,5165,5165
6307,245,389,389,389,5930,5165,5165
6308,370,379,379,379,5930,5165,5165
6309,321,389,389,389,5930,5165,5165
6310,284,274,318,318,5930,5165,5165
6311,762,274,318,318,5930,5165,5165
6312,394,234,234,234,5930,5165,5165
6313,364,318,318,318,5930,5165,5165
6314,395,336,336,336,5200,5200,5200
6315,394,336,336,336,5200,5200,5200
6316,375,336,336,336,5200,5200,5200
6317,314,336,336,336,5200,5200,5200
6318,364,336,336,336,5200,5200,5200
6319,321,336,336,336,5200,5200,5200
6320,394,326,326,326,5210,5210,5210
6321,245,389,389,389,5220,5220,5220
6322,391,389,389,389,5220,5220,5220
6323,375,389,389,389,5220,5220,5220
6324,395,389,389,389,5220,5220,5220
6325,394,389,389,389,5220,5220,5220
6326,321,389,389,389,5220,5220,5220
6327,326,376,376,376,5230,5230,5230
6328,320,316,316,316,5230,5230,5230
6329,394,316,316,316,5230,5230,5230
6330,321,376,376,376,5230,5230,5230
6331,321,316,316,316,5230,5230,5230
6332,210,316,316,316,5230,5230,5230
6333,394,389,389,389,5230,5230,5230
6334,375,389,389,389,5230,5230,5230
6335,391,389,389,389,5230,5230,5230
6336,321,389,389,389,5230,5230,5230
6337,245,389,389,389,5230,5230,5230
6338,395,389,389,389,5230,5230,5230
6339,394,336,336,336,5240,5240,5240
6340,281,257,257,257,5240,5240,5240
6341,285,257,257,257,5240,5240,5240
6342,391,389,389,389,5240,5240,5240
6343,364,323,323,323,5240,5240,5240
6344,394,323,323,323,5240,5240,5240
6345,394,327,327,327,5240,5240,5240
6346,364,336,336,336,5240,5240,5240
6347,375,389,389,389,5240,5240,5240
6348,321,327,327,327,5240,5240,5240
6349,374,364,364,364,5240,5240,5240
6350,314,336,336,336,5240,5240,5240
6351,314,327,327,327,5240,5240,5240
6352,390,257,257,257,5240,5240,5240
6353,375,336,336,336,5240,5240,5240
6354,390,364,364,364,5240,5240,5240
6355,245,389,389,389,5240,5240,5240
6356,323,373,373,373,5240,5240,5240
6357,321,257,257,257,5240,5240,5240
6358,321,376,376,376,5240,5240,5240
6359,395,336,336,336,5240,5240,5240
6360,326,376,376,376,5240,5240,5240
6361,394,389,389,389,5240,5240,5240
6362,321,389,389,389,5240,5240,5240
6363,762,364,364,364,5240,5240,5240
6364,395,389,389,389,5240,5240,5240
6365,321,373,373,373,5240,5240,5240
6366,394,364,364,364,5240,5240,5240
6367,374,327,327,327,5240,5240,5240
6368,321,336,336,336,5240,5240,5240
6369,394,374,374,374,5240,5240,5240
6370,326,376,376,376,5250,5250,5250
6371,311,377,377,377,5250,5250,5250
6372,245,5,5,5,5250,5250,5250
6373,222,5,5,5,5250,5250,5250
6374,56,5,5,5,5250,5250,5250
6375,212,5,5,5,5250,5250,5250
6376,220,5,5,5,5250,5250,5250
6377,321,376,376,376,5250,5250,5250
6378,201,5,5,5,5250,5250,5250
6379,395,336,336,336,5260,5260,5260
6380,364,336,336,336,5260,5260,5260
6381,374,337,337,337,5260,5260,5260
6382,325,335,335,335,5260,5260,5260
6383,305,337,337,337,5260,5260,5260
6384,391,337,337,337,5260,5260,5260
6385,330,335,335,335,5260,5260,5260
6386,394,335,335,335,5260,5260,5260
6387,1,337,337,337,5260,5260,5260
6388,375,337,337,337,5260,5260,5260
6389,395,337,337,337,5260,5260,5260
6390,314,336,336,336,5260,5260,5260
6391,394,337,337,337,5260,5260,5260
6392,321,336,336,336,5260,5260,5260
6393,394,336,336,336,5260,5260,5260
6394,381,337,337,337,5260,5260,5260
6395,342,337,337,337,5260,5260,5260
6396,375,336,336,336,5260,5260,5260
6397,314,317,317,317,5300,5300,5300
6398,320,316,316,316,5310,5310,5310
6399,321,316,316,316,5310,5310,5310
6400,394,316,316,316,5310,5310,5310
6401,364,319,319,319,5310,5310,5310
6402,210,316,316,316,5310,5310,5310
6403,715,329,329,329,5320,5320,5320
6404,325,329,329,329,5320,5320,5320
6405,330,329,329,329,5320,5320,5320
6406,326,376,376,376,5330,5330,5330
6407,394,389,389,389,5330,5330,5330
6408,245,389,389,389,5330,5330,5330
6409,391,389,389,389,5330,5330,5330
6410,394,323,323,323,5330,5330,5330
6411,364,323,323,323,5330,5330,5330
6412,375,389,389,389,5330,5330,5330
6413,321,376,376,376,5330,5330,5330
6414,321,389,389,389,5330,5330,5330
6415,395,389,389,389,5330,5330,5330
6416,320,316,316,316,5340,5340,5340
6417,321,316,316,316,5340,5340,5340
6418,394,316,316,316,5340,5340,5340
6419,210,316,316,316,5340,5340,5340
6420,375,368,368,368,5350,5350,5350
6421,394,327,327,327,5350,5350,5350
6422,695,889,889,889,5350,5350,5350
6423,321,327,327,327,5350,5350,5350
6424,753,889,889,889,5350,5350,5350
6425,395,369,368,368,5350,5350,5350
6426,674,365,365,365,5350,5350,5350
6427,762,889,889,889,5350,5350,5350
6428,374,327,327,327,5350,5350,5350
6429,314,325,325,325,5350,5350,5350
6430,314,327,327,327,5350,5350,5350
6431,694,889,889,889,5350,5350,5350
6432,374,368,368,368,5350,5350,5350
6433,394,368,368,368,5350,5350,5350
6434,780,889,889,889,5350,5350,5350
6435,392,368,368,368,5350,5350,5350
6436,323,365,365,365,5350,5350,5350
6437,381,365,365,365,5350,5350,5350
6438,770,889,889,889,5350,5350,5350
6439,690,889,889,889,5350,5350,5350
6440,785,889,889,889,5350,5350,5350
6441,640,889,889,889,5350,5350,5350
6442,762,365,365,365,5350,5350,5350
6443,394,374,374,374,5350,5350,5350
6444,394,336,336,336,5360,5360,5360
6445,314,336,336,336,5360,5360,5360
6446,394,328,328,328,5360,5360,5360
6447,321,328,328,328,5360,5360,5360
6448,375,328,328,328,5360,5360,5360
6449,364,336,336,336,5360,5360,5360
6450,375,336,336,336,5360,5360,5360
6451,395,336,336,336,5360,5360,5360
6452,321,336,336,336,5360,5360,5360
6453,314,379,379,379,5400,5400,5400
6454,370,379,379,379,5400,5400,5400
6455,364,323,323,323,5400,5400,5400
6456,395,379,379,379,5400,5400,5400
6457,394,379,379,379,5400,5400,5400
6458,394,323,323,323,5400,5400,5400
6459,312,379,379,379,5400,5400,5400
6460,375,379,379,379,5400,5400,5400
6461,364,319,319,319,5400,5400,5400
